Incident Type,Incident year,Reported Month,Region of Origin,Region of Incident,Country of Origin,Number of Dead,Minimum Estimated Number of Missing,Total Number of Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Migration route,Location of death,Information Source,Coordinates,UNSD Geographical Grouping
Incident,2016,July,Eastern Africa (P),Eastern Africa,Unknown,1,0,1,0,0,0,0,Sickness / lack of access to adequate healthcare,0,"Near Diridhaba, Ethiopia",Mixed Migration Monitoring Mechanism Initative (4mi),"9.5664333, 41.3846783",Eastern Africa
Incident,2016,July,Eastern Africa (P),Eastern Africa,Unknown,1,0,1,0,0,0,0,Sickness / lack of access to adequate healthcare,0,"In Garowe, Somalia",Mixed Migration Monitoring Mechanism Initative (4mi),"8.4066579, 48.4713577",Eastern Africa
Incident,2016,July,Eastern Africa (P),Northern Africa,Unknown,3,0,3,0,0,0,0,Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,"Khartoum, Sudan",Mixed Migration Monitoring Mechanism Initative (4mi),"15.5015341, 32.5025561",Northern Africa
Incident,2016,July,Eastern Africa (P),Northern Africa,Unknown,2,0,2,0,0,0,0,Mixed or unknown,0,In port Sudan,Mixed Migration Monitoring Mechanism Initative (4mi),"19.6019635, 37.1745901",Northern Africa
Incident,2016,July,Eastern Africa (P),Northern Africa,Unknown,1,0,1,0,0,0,0,Mixed or unknown,0,"In Sinai, northern Egypt",Mixed Migration Monitoring Mechanism Initative (4mi),"29.5001532, 33.9979088",Northern Africa
Incident,2016,July,Caribbean,Caribbean,Cuba,0,2,2,6,0,0,0,Mixed or unknown,Caribbean to US,"Off the coast of Boca Raton, Florida",WPTV,"26.3700653, -80.0713358",Caribbean
Incident,2016,July,Sub-Saharan Africa (P),Mediterranean,Unknown,22,0,22,104,21,1,0,Vehicle accident / death linked to hazardous transport,Central Mediterranean,Off the coast of Libya,IOM Italy,"33.4165331, 16.2301914",Uncategorized
Incident,2016,July,Sub-Saharan Africa (P),Europe,Unknown,1,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,English Channel to the UK,A16 motorway near Calais,"Nord Pas-de-Calais, Institute of Race Relations","50.9518803, 1.8339367",Western Europe
Incident,2016,July,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.9639, -112.36573",Northern America
Split Incident,2016,July,Central America,Central America,"El Salvador,Honduras",3,0,3,5,1,2,3,Drowning,0,"Pacific Ocean; Left in boat from San Jose, Chiapas, Mexico",La Tribuna,"15.4120687, -93.4105399",Central America
Incident,2016,July,Eastern Africa (P),Northern Africa,Unknown,2,0,2,0,0,0,0,Mixed or unknown,Sahara Desert crossing,"Between Shimaliya and wadi halfa, Sudan in the desert",Mixed Migration Monitoring Mechanism Initative (4mi),"21.8072809, 31.3065535",Northern Africa
Incident,2016,July,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Drowning,US-Mexico border crossing,"Rio Grande, near Eagle Pass, Maverick County, Texas",Super Channel 22,"28.6376735, -100.5282163",Northern America
Incident,2016,July,Central America,North America,Honduras,1,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.4995, -113.0767",Northern America
Incident,2016,July,South America,North America,Ecuador,1,0,1,0,1,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.83173, -111.970117",Northern America
Incident,2016,July,Sub-Saharan Africa (P),Mediterranean,Unknown,3,7,10,4,0,0,0,Drowning,Western Mediterranean,"Off the coast of Fnideq, Morocco",Asociación Pro Derechos Humanos de Andalucía,"35.8450015, -5.3533648",Uncategorized
Incident,2016,July,Mixed,Mediterranean,Unknown,18,0,18,0,0,17,1,Mixed or unknown,Central Mediterranean,Off the coast of Libya,IOM Italy,"33.4165331, 16.2301914",Uncategorized
Incident,2016,July,Central America,North America,Guatemala,1,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.7947, -111.82171",Northern America
Incident,2016,July,Latin America / Caribbean (P),Central America,Unknown,1,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,0,"Train tracks in Tlajomulco, Jalisco, Mexico",Trafico ZMG,"20.129511, -104.4682014",Central America
Incident,2016,July,Southern Asia,South-eastern Asia,Indonesia,15,11,26,34,1,0,0,Drowning,0,"Off the coast of Johor, Malaysia",AFP,"2.3444477, 103.7365654",South-eastern Asia
Incident,2016,July,Unknown,Central America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,0,"El Ojochal, Tuliapa, Nicaragua",El Nuevo Diario,"11.6070169, -86.3051805",Central America
Incident,2016,July,Central America,Central America,Mexico,1,0,1,0,0,1,0,Drowning,US-Mexico border crossing,"Rio Grande, near Acuña, Coahuila, Mexico",Zocalo,"27.1334908, -103.434484",Central America
Incident,2016,July,Central America,North America,Guatemala,1,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.7945, -111.91465",Northern America
Incident,2016,July,Central America,North America,Mexico,1,0,1,0,0,1,0,Violence,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.283693, -109.82634",Northern America
Incident,2016,July,Eastern Africa,Europe,Ethiopia,1,0,1,6,0,1,0,Violence,English Channel to the UK,"Calais 'Jungle', France","Reuters, Institute of Race Relations","50.9518803, 1.8339367",Western Europe
Incident,2016,July,Central America,Central America,Mexico,1,0,1,0,0,1,0,Violence,0,"Poisoning occured on a bus returning from the US. Victim died in the Hospital Comunitario de Moroleon, Guanajuato, Mexico",Excelsior,"20.1376251, -101.2231311",Central America
Incident,2016,July,Northern Africa,Europe,Sudan,1,0,1,0,0,1,0,Mixed or unknown,English Channel to the UK,"Calais Port ring road, France","Prefecture of Calais, Institute of Race Relations, 3 Hauts-de-France","50.9518803, 1.8339367",Western Europe
Incident,2016,July,Central America,North America,Mexico,1,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Briscoe Ranch, Dimmit County, Texas",Zocalo,"28.4226837, -100.0344494",Northern America
Incident,2016,July,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,0,0,Mixed or unknown,US-Mexico border crossing,"Ranch near Falfurrias, Brooks County, Texas",The Monitor,"27.0116055, -98.3848503",Northern America
Incident,2016,July,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Drowning,US-Mexico border crossing,"Rio Grande near El Indio, Maverick County, Texas",Zocalo Saltillo,"28.6376735, -100.5282163",Northern America
Incident,2016,July,Central America,Central America,Mexico,1,0,1,0,0,1,0,Drowning,US-Mexico border crossing,"Rio Grande, near Acuña, Coahuila, Mexico",La Rancherita del Aire,"27.1334908, -103.434484",Central America
Incident,2016,July,Northern Africa,Northern Africa,Sudan,9,0,9,7,0,9,0,Violence,0,"Sinai Peninsula, on border between Egypt and Israel",Ma'an News Agency,"30.3460913, 33.9516386",Northern Africa
Incident,2016,July,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,0,0,Mixed or unknown,US-Mexico border crossing,"On US side of border between Ciudad Juárez, Mexico, and Sunland Park, Doña Ana County, New Mexico, USA",UnoTV,"31.783867, -106.5710142",Northern America
Incident,2016,July,Unknown,Mediterranean,Unknown,1,0,1,0,0,0,0,Mixed or unknown,Central Mediterranean,Off the coast of Libya,"Reuters, AFP","33.4165331, 16.2301914",Uncategorized
Incident,2016,July,Unknown,Mediterranean,Unknown,4,0,4,10,0,0,2,Drowning,Central Mediterranean,Off the coast of Libya,"Reuters, AFP","33.4165331, 16.2301914",Uncategorized
Incident,2016,July,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,0,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.496983, -112.305567",Northern America
Incident,2016,July,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.10145, -112.69731",Northern America
Split Incident,2016,July,Sub-Saharan Africa (P),Mediterranean,"Tunisia,Unknown",120,0,120,0,0,0,0,Drowning,Central Mediterranean,"bodies washed up to coast near Sabratha, Libya",UNHCR,"32.8094823, 12.3944738",Uncategorized
Incident,2016,July,Unknown,Northern Africa,Unknown,1,0,1,0,0,0,0,Violence,Sahara Desert crossing,"Unspecified location, Libya",MHub,"27.0663171, 14.3336145",Northern Africa
Incident,2016,July,Unknown,Northern Africa,Unknown,3,0,3,0,0,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",Sahara Desert crossing,"Unspecified location, Libya",MHub,"27.0663171, 14.3336145",Northern Africa
Incident,2016,July,Unknown,Northern Africa,Unknown,1,0,1,0,0,0,0,Violence,Sahara Desert crossing,"Unspecified location, Libya",MHub,"27.0663171, 14.3336145",Northern Africa
Incident,2016,July,Unknown,Northern Africa,Unknown,1,0,1,0,0,0,0,Violence,Sahara Desert crossing,"Unspecified location, Libya",MHub,"27.0663171, 14.3336145",Northern Africa
Incident,2016,July,Unknown,Northern Africa,Unknown,1,0,1,0,0,0,0,Violence,Sahara Desert crossing,"Unspecified location, Libya",MHub,"27.0663171, 14.3336145",Northern Africa
Incident,2016,July,Unknown,Northern Africa,Unknown,3,0,3,0,0,0,0,Mixed or unknown,Sahara Desert crossing,"Unspecified location, Libya",MHub,"27.0663171, 14.3336145",Northern Africa
Incident,2016,July,Unknown,Northern Africa,Unknown,1,0,1,0,0,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",Sahara Desert crossing,"Unspecified location, Libya",MHub,"27.0663171, 14.3336145",Northern Africa
Incident,2016,July,Unknown,Northern Africa,Unknown,1,0,1,0,0,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",Sahara Desert crossing,"Unspecified location, Libya",MHub,"27.0663171, 14.3336145",Northern Africa
Incident,2016,July,Unknown,Northern Africa,Unknown,2,0,2,0,0,0,0,Mixed or unknown,0,"Sabratha, Libya",MHub,"32.7811016, 12.4495221",Northern Africa
Incident,2016,July,Unknown,Northern Africa,Unknown,1,0,1,0,0,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",0,"Sabratha, Libya",MHub,"32.7811016, 12.4495221",Northern Africa
Incident,2016,July,Unknown,Western Africa,Unknown,1,0,1,0,0,0,0,Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,"Sahara Desert, between Agadez, Niger and Sabratha, Libya",MHub,"21.82621055, 10.806275375",Western Africa
Incident,2016,July,Unknown,Northern Africa,Unknown,1,0,1,0,0,0,0,Violence,Sahara Desert crossing,"Unspecified location, Libya",MHub,"27.0663171, 14.3336145",Northern Africa
Incident,2016,July,Unknown,Western Africa,Unknown,1,0,1,0,0,0,0,Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,"Sahara Desert, between Agadez, Niger and Tripoli, Libya",MHub,"21.39722377, 10.630494125",Western Africa
Incident,2016,July,Unknown,Western Africa,Unknown,10,0,10,0,0,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",Sahara Desert crossing,"Sahara Desert, between Agadez, Niger and Sabha, Libya",MHub,"23.69020227, 12.4102792813",Western Africa
Incident,2016,August,Eastern Africa (P),Northern Africa,Unknown,6,0,6,0,0,0,0,Mixed or unknown,Sahara Desert crossing,"Abu Hamad, Sudan",Mixed Migration Monitoring Mechanism Initative (4mi),"19.5252595, 33.2973288",Northern Africa
Incident,2016,August,Eastern Africa (P),Northern Africa,Unknown,6,0,6,0,0,0,0,Mixed or unknown,Sahara Desert crossing,"In the desert near to Aswan, Egypt",Mixed Migration Monitoring Mechanism Initative (4mi),"23.459686, 30.6654494",Northern Africa
Incident,2016,August,Central America,Central America,Honduras,1,0,1,0,0,1,0,Mixed or unknown,0,"Hidalgo, Monterrey, Mexico",Info 7,"25.7075289, -100.3233376",Central America
Incident,2016,August,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"East of the Otay Lakes, San Diego County, California",Southern California Patch,"32.6308885, -116.948898",Northern America
Incident,2016,August,Central America,North America,Guatemala,1,0,1,0,1,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"US Highway 83 near La Grulla, Starr County, Texas",Brownsville Herald,"26.5101629, -99.0262463",Northern America
Incident,2016,August,Central America,Central America,Honduras,1,0,1,0,0,1,0,Mixed or unknown,0,"Corner of Calle Martin Carrera and Calle Manuel Cruz Villareal, Hidalgo, Monterrey, Mexico",Info 7,"25.7069264, -100.3263996",Central America
Incident,2016,August,Central America,North America,Mexico,1,0,1,0,1,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.1278, -112.40978",Northern America
Incident,2016,August,Central America,North America,Mexico,1,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.97766, -112.9993",Northern America
Incident,2016,August,Unknown,Central America,Unknown,10,0,10,0,1,9,0,Drowning,0,"Nicaragua Lake near the mouth of the Sapoa River, Cardenas, Nicaragua",La Prensa and NAM  News Network,"11.2285554, -85.6081101",Central America
Incident,2016,August,Mixed,Mediterranean,Mixed,21,0,21,0,0,0,0,Drowning,Central Mediterranean,"Bodies washed up in Al Mayah, Libya",Libyan Red Crescent Az Zawiyah via IOM Libya,"32.8146949, 12.8809105",Uncategorized
Incident,2016,August,Central America,Central America,Honduras,2,0,2,0,0,2,0,Violence,0,"Tegucigulpa, Honduras",Radio Cadena Voces (via Facebook),"14.0655566, -87.210592",Central America
Incident,2016,August,Eastern Africa (P),Northern Africa,Unknown,3,0,3,0,0,0,0,Mixed or unknown,Sahara Desert crossing,"Abu Hamad, Sudan",Mixed Migration Monitoring Mechanism Initative (4mi),"19.5252595, 33.2973288",Northern Africa
Incident,2016,August,Caribbean,Central America,Dominican Republic,1,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"""desert of Mexico""",El Pulmondelademocracia,"24.0227185, -103.1723435",Central America
Incident,2016,August,Latin America / Caribbean (P),North America,Unknown,1,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.82416, -111.03825",Northern America
Incident,2016,August,Central America,North America,Mexico,1,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Desert near Nogales, Santa Cruz County, Arizona, US",Portal de Noticias Altavoz,"31.3643087, -110.9681395",Northern America
Incident,2016,August,Central America,North America,Mexico,1,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.702133, -111.99385",Northern America
